id,name,instructions,videoUrl,image,muscleGroups,generalMuscleGroups,injuryRisks,category,isTimed,difficulty,caloriesPerMinute,setsRange,repsRange,restTimeSeconds,exerciseType,movementPattern,specificEquipment,targetIntensity,workoutPhase,recommendedDurationSeconds,minimumEquipmentAlternative,genderAdjustment,pairWith
push_ups,Push Ups,"Start in a high plank position with your hands shoulder-width apart, directly under your shoulders, and body in a straight line from head to heels. Engage your core and squeeze your glutes to stabilize your body. Inhale as you lower your chest toward the ground, keeping your elbows at a 45-degree angle to your torso. Exhale as you push back up to the starting position, fully extending your arms. Avoid letting your hips sag or your shoulders shrug. For a regression, drop to your knees while keeping your body straight.",,assets/images/push_ups.jpg,Mid Chest;Triceps,Chest;Arms,Wrists;Shoulders,Bodyweight,FALSE,Intermediate,4,03-04,08-12,60,Compound,Push,Bodyweight,Moderate,Main,,incline_push_ups,More Upper Body for Men,towel_row
reverse_fly_dumbbells,Reverse Fly Dumbbells,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand, palms facing each other. Hinge at your hips to lean forward slightly, keeping your back flat and core engaged, with the dumbbells hanging below your chest. Exhale as you raise the dumbbells out to the sides in a wide arc, squeezing your rear delts and upper back at the top, until your arms are parallel to the ground. Inhale as you lower the dumbbells back to the starting position with control. Keep a slight bend in your elbows and avoid shrugging your shoulders.",,,Rear Shoulder;Upper Back,Shoulders;Back,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Pull,Dumbbells,Moderate,Accessory,,cable_reverse_fly,More Upper Body for Men,dumbbell_fly
romanian_deadlift,Romanian Deadlift,"Stand with your feet shoulder-width apart, holding a barbell in front of your thighs with an overhand grip, hands shoulder-width apart. Keep a slight bend in your knees and engage your core. Inhale as you hinge at your hips, pushing your hips back and lowering the barbell toward the ground, keeping it close to your legs. Lower until you feel a stretch in your hamstrings, keeping your back flat and chest up. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Avoid rounding your back or letting the bar drift forward.",,assets/images/romanian_deadlift.jpg,Hamstrings;Glutes;Lower Back,Legs;Glutes;Back,Lower Back,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Hinge,Barbell,Moderate,Main,,romanian_deadlift_dumbbells,More Lower Body for Women,leg_press
romanian_deadlift_dumbbells,Romanian Deadlift Dumbbells,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand in front of your thighs, palms facing your body. Keep a slight bend in your knees and engage your core. Inhale as you hinge at your hips, pushing your hips back and lowering the dumbbells toward the ground, keeping them close to your legs. Lower until you feel a stretch in your hamstrings, keeping your back flat and chest up. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Avoid rounding your back or letting the dumbbells drift forward.",,,Hamstrings;Glutes;Lower Back,Legs;Glutes;Back,Lower Back,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Hinge,Dumbbells,Moderate,Main,,dumbbell_deadlift,More Lower Body for Women,leg_press
seated_cable_row,Seated Cable Row,"Sit at a cable row machine with your feet on the footrests, knees slightly bent, and grasp the handle (V-bar or wide bar) with both hands. Sit upright with your back straight and engage your core. Exhale as you pull the handle toward your lower chest, driving your elbows back and squeezing your shoulder blades together. Keep your torso stationary and avoid leaning back excessively. Inhale as you slowly extend your arms back to the starting position, maintaining control. Avoid shrugging your shoulders or using your biceps to pull.",,assets/images/seated_cable_row.jpg,Lats;Mid Back,Back,Shoulders,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Pull,Cable,Moderate,Main,,chest_supported_dumbbell_row,More Upper Body for Men,cable_chest_press
seated_dumbbell_bicep_curl,Seated Dumbbell Bicep Curl,"Sit on a bench with your feet flat on the floor, holding a dumbbell in each hand, arms by your sides, palms facing forward. Keep your back straight and elbows tucked into your torso. Exhale as you curl the dumbbells toward your shoulders, focusing on squeezing your biceps and keeping your upper arms stationary. Pause at the top, then inhale as you slowly lower the dumbbells back to the starting position, maintaining control. Avoid swinging the weights or using your shoulders to lift.",,,Long Head Biceps;Short Head Biceps,Arms,Elbows,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Pull,Dumbbells,Moderate,Accessory,,bicep_dumbbell_curls,Lighter Weight for Women,seated_tricep_extension
seated_dumbbell_row,Seated Dumbbell Row,"Sit on a bench with your feet flat on the floor, holding a dumbbell in each hand, palms facing each other. Lean forward slightly at your hips, keeping your back flat and core engaged, with the dumbbells hanging below your chest. Exhale as you row the dumbbells up toward your waist, driving your elbows back and squeezing your upper back. Inhale as you lower the dumbbells back to the starting position with control. Avoid shrugging your shoulders or using your biceps excessively.",,,Lats;Mid Back,Back,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Pull,Dumbbells,Moderate,Main,,single_arm_dumbbell_row,More Upper Body for Men,dumbbell_chest_press
seated_dumbbell_shoulder_press,Seated Dumbbell Shoulder Press,"Set an adjustable bench to a 90-degree angle and sit with your back fully supported, feet flat on the floor. Hold a dumbbell in each hand at shoulder height, palms facing forward, elbows bent at 90 degrees and pointing downward. Engage your core and keep your chest up. Exhale as you press the dumbbells overhead, bringing them close together at the top without locking your elbows. Inhale as you lower the dumbbells back to shoulder height, keeping your elbows at a 45-degree angle to your torso. Avoid shrugging your shoulders or arching your back during the movement.",,,Front Shoulder;Mid Shoulder,Shoulders,Shoulders,dumbbells,FALSE,Intermediate,6,03-04,08-12,60,Compound,Push,Dumbbells,Moderate,Main,,machine_shoulder_press,More Upper Body for Men,chest_supported_dumbbell_row
seated_leg_press,Seated Leg Press,"Sit on a seated leg press machine with your back against the pad, feet shoulder-width apart on the platform, toes slightly turned out. Adjust the seat so your knees are at a 90-degree angle. Grasp the handles for stability and engage your core. Exhale as you press the platform away, extending your legs until they are almost straight, but avoid locking your knees. Inhale as you slowly lower the platform back to the starting position, keeping your hips and back against the seat. Avoid rounding your lower back or lifting your hips off the seat.",,,Quads;Glutes,Legs;Glutes,Knees;Lower Back,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Squat,Leg Press Machine,Moderate,Main,,leg_press,More Lower Body for Women,good_morning_dumbbells
seated_machine_chest_press,Seated Machine Chest Press,"Sit on a chest press machine with your back against the pad, feet flat on the floor, and hands grasping the handles at chest height, palms facing forward. Adjust the seat so the handles are at mid-chest level. Engage your core and keep your shoulder blades retracted. Exhale as you press the handles forward until your arms are fully extended but not locked out. Inhale as you slowly return the handles to the starting position, feeling a stretch in your chest. Avoid shrugging your shoulders or arching your back during the movement.",,,Mid Chest;Triceps,Chest;Arms,Shoulders,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Push,Chest Press Machine,Moderate,Main,,cable_chest_press,More Upper Body for Men,seated_cable_row
shoulder_press,Shoulder Press,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height, palms facing forward, elbows bent at 90 degrees and pointing downward. Engage your core and keep your chest up. Exhale as you press the dumbbells overhead, bringing them close together at the top without locking your elbows. Inhale as you lower the dumbbells back to shoulder height, keeping your elbows at a 45-degree angle to your torso. Avoid shrugging your shoulders or leaning back excessively.",,,Front Shoulder;Mid Shoulder,Shoulders,Shoulders,dumbbells,FALSE,Intermediate,6,03-04,08-12,60,Compound,Push,Dumbbells,Moderate,Main,,seated_dumbbell_shoulder_press,More Upper Body for Men,chest_supported_dumbbell_row
shrugs,Shrugs,"Stand with your feet shoulder-width apart, holding a barbell in front of your thighs with an overhand grip, hands shoulder-width apart. Keep your core engaged and shoulders relaxed. Exhale as you shrug your shoulders straight up toward your ears, focusing on contracting your traps. Pause briefly at the top, then inhale as you lower your shoulders back down with control. Keep your arms straight and avoid rolling your shoulders forward or backward. Maintain a neutral neck position to avoid strain.",,,Traps,Shoulders,Neck,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Other,Barbell,Moderate,Accessory,,dumbbell_shrugs,More Upper Body for Men,
single_arm_cable_chest_press,Single Arm Cable Chest Press,"Set a cable machine pulley to chest height. Stand in a staggered stance (one foot slightly ahead), facing away from the machine, and grab the handle with your right hand, palm facing down. Position your right arm at a 90-degree angle, elbow in line with your shoulder, and keep your left hand on your hip for stability. Engage your core and maintain a slight forward lean. Exhale as you press the handle forward, fully extending your arm and contracting your chest. Inhale as you slowly return to the starting position, keeping the movement controlled. Repeat on the other side. Avoid rotating your torso or shrugging your shoulder.",,,Mid Chest,Chest,Shoulders,Gym,FALSE,Intermediate,5,03-04,08-12,60,Compound,Push,Cable,Moderate,Main,,single_arm_dumbbell_chest_press,More Upper Body for Men,seated_cable_row
single_arm_dumbbell_chest_press,Single Arm Dumbbell Chest Press,"Lie flat on a bench with your feet planted on the ground, holding a dumbbell in your right hand at chest level, palm facing forward, and your left hand resting on your hip or holding the bench for stability. Position your right elbow at a 45-degree angle to your torso, keeping your shoulder blades retracted. Exhale as you press the dumbbell straight up over your chest, fully extending your arm but not locking your elbow. Inhale as you lower the dumbbell back to chest level with control, feeling a stretch in your chest. Repeat on the other side. Avoid rotating your torso or arching your back.",,,Mid Chest;Triceps,Chest;Arms,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Push,Dumbbells,Moderate,Main,,dumbbell_chest_press,More Upper Body for Men,single_arm_dumbbell_row
single_arm_overhand_extension,Single Arm Overhand Extension,"Stand with your feet shoulder-width apart, holding a dumbbell in your right hand. Extend your right arm overhead, keeping your elbow close to your head and palm facing forward. Place your left hand on your hip for stability. Inhale as you bend your right elbow, lowering the dumbbell behind your head until your forearm is parallel to the ground. Exhale as you extend your arm back to the starting position, fully contracting your triceps. Keep your upper arm stationary and avoid locking your elbow at the top. Repeat on the other side.",,,Long Head Triceps,Arms,Elbows,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Dumbbells,Moderate,Accessory,,single_arm_overhead_tricep_dumbbell_extension,More Upper Body for Men,incline_dumbbell_curl
smith_machine_squat,Smith Machine Squat,"Position a Smith machine bar at a height just below your shoulders. Step under the bar and place it across your upper back (on your traps), gripping the bar with hands slightly wider than shoulder-width. Unrack the bar by rotating your wrists and step forward slightly, setting your feet shoulder-width apart, toes slightly turned out. Inhale to brace your core, then lower into a squat by pushing your hips back and bending your knees until your thighs are at least parallel to the ground. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Keep your back neutral and avoid letting your knees cave inward.",,,Quads;Glutes,Legs;Glutes,Knees;Lower Back,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Squat,Smith Machine,Moderate,Main,,powerlifting_squat,More Lower Body for Women,deadlift
standing_calf_raises,Standing Calf Raises,"Stand with your feet hip-width apart, either on the floor or on a step with your heels hanging off the edge for greater range of motion. Hold onto a wall or sturdy surface for balance if needed. Engage your core and keep your shoulders relaxed. Exhale as you rise onto the balls of your feet, squeezing your calves at the top of the movement. Pause briefly, then inhale as you lower your heels back down with control, feeling a stretch in your calves. Avoid bouncing or using momentum.",,,Calves,Legs,Ankles,Bodyweight,FALSE,Beginner,4,02-Mar,12-15,30,Accessory,Other,Bodyweight,Low,Accessory,,calf_raises,None,
superman_hold,Superman Hold,"Lie face down on a mat with your arms extended in front of you, legs straight, and palms facing down. Engage your core and squeeze your glutes to stabilize your body. Exhale as you simultaneously lift your arms, chest, and legs off the ground, keeping your neck neutral and gazing slightly forward. Hold this position for a few seconds, feeling the contraction in your lower back and glutes, then inhale as you lower back down with control. Avoid overarching your back or shrugging your shoulders.",,assets/images/superman_hold.jpg,Lower Back;Glutes,Back;Glutes,Lower Back,Bodyweight,TRUE,Intermediate,5,03-04,30-45,60,Accessory,Other,Bodyweight,Moderate,Accessory,30-45,lower_back_extension,None,
towel_row,Towel Row,"Wrap a towel around a sturdy vertical pole or door frame, ensuring it’s secure. Stand facing the pole, holding each end of the towel with your hands, palms facing each other. Lean back slightly with your arms extended, keeping your body in a straight line from head to heels and your core engaged. Exhale as you pull your chest toward the pole by bending your elbows, squeezing your lats and upper back. Inhale as you slowly extend your arms to return to the starting position, maintaining control. Avoid shrugging your shoulders or letting your hips sag.",,,Lats;Upper Back,Back,Shoulders,Bodyweight,FALSE,Intermediate,4,03-04,08-12,60,Compound,Pull,Towel,Moderate,Main,,inverted_row,More Upper Body for Men,push_ups
tricep_dips,Tricep Dips,"Position yourself on parallel bars with your arms straight, hands gripping the bars, and feet hanging or slightly bent at the knees. Keep your torso upright and engage your core. Inhale as you bend your elbows to lower your body, stopping when your upper arms are parallel to the ground or you feel a stretch in your shoulders. Exhale as you press through your hands to extend your arms and return to the starting position, focusing on your triceps. Avoid flaring your elbows out excessively or letting your shoulders shrug.",,assets/images/tricep_dips.jpg,Long Head Triceps;Lateral Head Triceps,Arms,Shoulders,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Parallel Bars,Moderate,Accessory,,tricep_bench_dips,More Upper Body for Men,bicep_dumbbell_curls
tricep_pushdown_rope,Tricep Pushdown Rope,"Set a cable machine with a rope attachment at the highest setting. Stand facing the machine, feet shoulder-width apart, and grab the rope with both hands, palms facing each other. Pin your elbows to your sides, keeping your upper arms stationary. Exhale as you push the rope down, separating the ends as you fully extend your arms, focusing on contracting your triceps. Inhale as you slowly return the rope to chest height, maintaining control. Avoid leaning forward or using your shoulders to push the weight.",,,Long Head Triceps;Lateral Head Triceps,Arms,Elbows,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Push,Cable,Moderate,Accessory,,cable_single_arm_tricep_pushdown,More Upper Body for Men,cable_bicep_curl
wide_grip_lat_pull_down,Wide Grip Lat Pull Down,"Sit at a lat pull-down machine and adjust the seat so your thighs are secured under the pads. Grasp the wide bar with an overhand grip, hands wider than shoulder-width apart. Sit upright, feet flat on the floor, and engage your core. Lean back slightly (about 20 degrees) and pull your shoulder blades down and back. Exhale as you pull the bar down to your upper chest, driving your elbows down and squeezing your lats. Pause briefly, then inhale as you return the bar to the starting position with control. Avoid arching your back or using momentum to pull the weight.",,assets/images/wide_grip_lat_pull_down.jpg,Lats;Upper Back,Back,Shoulders,Gym,FALSE,Intermediate,6,03-04,08-12,60,Compound,Pull,Cable,Moderate,Main,,close_grip_lat_pull_down,More Upper Body for Men,bench_press
incline_push_ups,Incline Push Ups,"Place your hands on an elevated surface like a bench or box, shoulder-width apart, with your body in a straight line from head to heels. Engage your core and keep your glutes tight. Inhale as you lower your chest toward the surface, keeping your elbows at a 45-degree angle to your torso. Exhale as you push back up to the starting position, fully extending your arms. Avoid letting your hips sag or your shoulders shrug. This is a regression from standard push-ups, making it easier on the upper body.",,,Mid Chest;Triceps,Chest;Arms,Wrists;Shoulders,Bodyweight,FALSE,Beginner,4,02-Mar,12-15,30,Compound,Push,Bodyweight,Low,Main,,push_ups,More Upper Body for Men,towel_row
inverted_row,Inverted Row,"Set a barbell in a rack at about waist height or use a Smith machine bar. Lie on your back under the bar, grasping it with an overhand grip, hands shoulder-width apart. Extend your legs straight or keep your knees bent with feet flat on the floor for an easier variation. Keep your body in a straight line from head to heels, core engaged. Exhale as you pull your chest toward the bar, driving your elbows back and squeezing your shoulder blades together. Inhale as you lower back down with control. Avoid shrugging your shoulders or letting your hips sag.",,,Lats;Mid Back,Back,Shoulders,Gym,FALSE,Intermediate,5,03-04,08-12,60,Compound,Pull,Barbell,Moderate,Main,,towel_row,More Upper Body for Men,push_ups
cable_bicep_curl,Cable Bicep Curl,"Set a cable machine with a straight bar attachment at the lowest setting. Stand facing the machine, feet shoulder-width apart, and grasp the bar with an underhand grip, hands shoulder-width apart. Keep your elbows tucked into your sides and your torso upright. Exhale as you curl the bar toward your chest, focusing on squeezing your biceps and keeping your upper arms stationary. Pause at the top, then inhale as you slowly lower the bar back to the starting position, maintaining tension in your biceps. Avoid swinging your body or letting your elbows flare out.",,,Long Head Biceps;Short Head Biceps,Arms,Elbows,Gym,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Pull,Cable,Moderate,Accessory,,bicep_dumbbell_curls,Lighter Weight for Women,tricep_pushdown_rope
hip_thrust,Hip Thrust,"Sit on the floor with your upper back against a bench, knees bent, and feet flat on the ground, hip-width apart. Place your hands on your hips or the bench for stability. Engage your core and keep your chin tucked. Exhale as you drive through your heels, lifting your hips until your body forms a straight line from shoulders to knees, squeezing your glutes at the top. Inhale as you lower your hips back down with control, stopping just above the ground. Avoid overarching your lower back or letting your knees cave inward.",,,Glutes,Glutes,Lower Back,Bodyweight,FALSE,Intermediate,5,03-04,08-12,60,Compound,Other,Bodyweight,Moderate,Main,,barbell_hip_thrust,More Lower Body for Women,goblet_squat
glute_bridge,Glute Bridge,"Lie on your back with your knees bent, feet flat on the floor, hip-width apart, and arms by your sides. Engage your core and keep your spine neutral. Exhale as you press through your heels, lifting your hips toward the ceiling until your body forms a straight line from shoulders to knees, squeezing your glutes at the top. Inhale as you lower your hips back down with control, stopping just above the ground. Avoid overarching your lower back or letting your knees splay outward.",,,Glutes,Glutes,Lower Back,Bodyweight,FALSE,Beginner,4,02-Mar,12-15,30,Compound,Other,Bodyweight,Low,Main,,glute_bridge_dumbbell,More Lower Body for Women,bodyweight_squats
dumbbell_goblet_squat,Dumbbell Goblet Squat,"Stand with your feet slightly wider than shoulder-width apart, toes slightly turned out, holding a dumbbell at chest level with both hands, elbows pointing down. Engage your core and keep your chest up. Inhale as you push your hips back and bend your knees, lowering into a squat until your thighs are at least parallel to the ground. Keep your knees tracking over your toes and your back straight. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Avoid letting your knees cave inward or your chest collapse forward.",,,Quads;Glutes,Legs;Glutes,Knees;Lower Back,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Squat,Dumbbells,Moderate,Main,,goblet_squat,More Lower Body for Women,hip_thrust
dumbbell_pullover,Dumbbell Pullover,"Lie perpendicular on a flat bench with only your upper back and shoulders on the bench, feet flat on the floor, and hips lowered toward the ground. Hold a dumbbell with both hands above your chest, gripping the handle, palms facing up, with a slight bend in your elbows. Engage your core to keep your hips stable. Inhale as you slowly lower the dumbbell back over your head in an arc, feeling a stretch in your lats and chest. Lower until your arms are parallel to the floor, then exhale as you pull the dumbbell back to the starting position, squeezing your lats and chest. Keep your hips steady and avoid overarching your lower back.",,,Lats;Mid Chest,Back;Chest,Shoulders,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Accessory,Pull,Dumbbells,Moderate,Main,,back_dumbbell_pullover,More Upper Body for Men,reverse_snow_angels
side_plank,Side Plank,"Lie on your right side with your legs straight and feet stacked. Prop yourself up on your right forearm, elbow directly under your shoulder, and engage your core. Lift your hips off the ground so your body forms a straight line from head to heels, keeping your left hand on your hip or raised toward the ceiling for balance. Hold this position, breathing steadily, without letting your hips sag. Repeat on the left side. For a regression, bend your knees and keep them on the ground while lifting your hips.",,,Obliques,Core,Lower Back,Bodyweight,TRUE,Intermediate,4,03-04,30-45,60,Accessory,Other,Bodyweight,Moderate,Accessory,30-45,plank,None,
bicycle_crunches,Bicycle Crunches,"Lie on your back with your knees bent, feet off the floor, and hands lightly behind your ears. Engage your core by pulling your belly button toward your spine. Exhale as you lift your shoulder blades off the ground and bring your right elbow toward your left knee, extending your right leg out straight. Alternate sides in a pedaling motion, bringing your left elbow toward your right knee while extending your left leg. Keep your movements controlled and avoid pulling on your neck. Continue alternating for the desired number of reps.",,,Upper Abs;Obliques,Core,Neck,Bodyweight,FALSE,Intermediate,4,03-04,12-15,30,Accessory,Other,Bodyweight,Moderate,Accessory,,crunches,None,
cat_cow_stretch,Cat-Cow Stretch,"Start on your hands and knees in a tabletop position, with your wrists under your shoulders and knees under your hips. Inhale as you drop your belly toward the floor, lifting your chest and tailbone toward the ceiling (Cow position), and look slightly forward. Exhale as you round your back, tucking your chin to your chest and pulling your belly button toward your spine (Cat position). Move slowly between these two positions, syncing your breath with the movement, to warm up your spine. Avoid forcing the stretch or overarching your back excessively.",,,Full Body,Back;Core,,Warm-Up,TRUE,Beginner,3,1,30-60,0,Warm-Up,Other,Bodyweight,Low,Warm-Up,30-90,dynamic_stretching,None,
chair_squats,Chair Squats,"Stand in front of a sturdy chair with your feet shoulder-width apart, toes slightly turned out. Engage your core and keep your chest up. Inhale as you push your hips back and bend your knees, lowering into a squat until your glutes lightly touch the chair. Keep your knees tracking over your toes and your back neutral. Exhale as you drive through your heels to stand back up, squeezing your glutes at the top. Avoid letting your knees cave inward or your back round. This is a regression from bodyweight squats, providing support for beginners.",,,Quads;Glutes,Legs;Glutes,Knees;Lower Back,Bodyweight,FALSE,Beginner,4,02-Mar,12-15,30,Compound,Squat,Bodyweight,Low,Main,,bodyweight_squats,More Lower Body for Women,glute_bridge
jump_rope,Jump Rope,"Stand with your feet hip-width apart, holding a jump rope with a handle in each hand, elbows close to your sides. Engage your core and keep your shoulders relaxed. Begin swinging the rope over your head and jump lightly off the ground as the rope passes under your feet, landing softly on the balls of your feet. Maintain a steady rhythm, keeping your jumps low to the ground and your wrists driving the rope’s motion. Breathe steadily and avoid hunching your shoulders or over-jumping.",,,Full Body,Full Body,Ankles,Cardio,TRUE,Intermediate,8,03-04,30-60,60,Compound,Other,Jump Rope,Moderate,Main,30-90,cardio,None,
standing_arm_swings,Standing Arm Swings,"Stand with your feet shoulder-width apart, arms relaxed by your sides. Engage your core and keep your shoulders relaxed. Begin swinging your arms forward and backward in a controlled motion, gradually increasing the range of motion to warm up your shoulders. After 15 seconds, switch to crossing your arms in front of your chest and then opening them wide to the sides, feeling a stretch in your chest and shoulders. Keep your movements smooth and avoid shrugging your shoulders. Perform for the desired duration to warm up your upper body.",,,Front Shoulder;Mid Shoulder,Shoulders,Shoulders,Warm-Up,TRUE,Beginner,3,1,30-60,0,Warm-Up,Other,Bodyweight,Low,Warm-Up,30-90,arm_circles,More Upper Body for Men,
walking_lunges,Walking Lunges,"Stand with your feet hip-width apart, hands on your hips or holding dumbbells by your sides for added resistance. Engage your core and keep your chest up. Step forward with your right leg, lowering your hips until both knees are bent at about 90 degrees, with your left knee hovering just above the ground. Keep your front knee over your ankle and your back straight. Exhale as you push through your right heel to step forward with your left leg, bringing your feet together, then repeat on the other side. Continue walking forward, alternating legs. Avoid letting your front knee collapse inward or your torso lean forward excessively.",,,Quads;Glutes;Hamstrings,Legs;Glutes,Knees;Lower Back,Bodyweight,FALSE,Intermediate,5,03-04,08-12,60,Compound,Squat,Bodyweight,Moderate,Main,,dumbbell_lunges,More Lower Body for Women,hip_thrust
dumbbell_lunges,Dumbbell Lunges,"Stand with your feet hip-width apart, holding a dumbbell in each hand by your sides, palms facing your body. Engage your core and keep your chest up. Step forward with your right leg, lowering your hips until both knees are bent at about 90 degrees, with your left knee hovering just above the ground. Keep your front knee over your ankle and your back straight. Exhale as you push through your right heel to return to the starting position, then repeat on the left leg. Alternate legs for the desired number of reps. Avoid letting your front knee collapse inward or your torso lean forward excessively.",,,Quads;Glutes;Hamstrings,Legs;Glutes,Knees;Lower Back,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Squat,Dumbbells,Moderate,Main,,walking_lunges,More Lower Body for Women,hip_thrust
russian_twists,Russian Twists,"Sit on the floor with your knees bent, feet flat on the ground, and lean back slightly to engage your core, keeping your back straight. Hold a dumbbell or weight plate with both hands at chest level, or use just your bodyweight for a lighter variation. Lift your feet off the ground (or keep them grounded for an easier version) and balance on your sit bones. Exhale as you twist your torso to the right, bringing the weight toward the floor beside your hip, then inhale as you twist to the left. Continue alternating sides in a controlled motion, keeping your core engaged. Avoid rounding your back or using momentum to twist.",,,Obliques,Core,Lower Back,Bodyweight,FALSE,Intermediate,4,03-04,12-15,30,Accessory,Other,Bodyweight,Moderate,Accessory,,bicycle_crunches,None,
leg_raises,Leg Raises,"Lie on your back on a mat with your legs straight, arms by your sides or under your glutes for support, palms facing down. Engage your core by pulling your belly button toward your spine and pressing your lower back into the floor. Exhale as you lift your legs straight up until they’re perpendicular to the floor, keeping them together. Inhale as you slowly lower your legs back down, stopping just above the ground without letting your lower back arch. Keep the movement controlled and avoid using momentum to lift your legs.",,,Lower Abs,Core,Hips;Lower Back,Bodyweight,FALSE,Intermediate,4,03-04,12-15,30,Accessory,Other,Bodyweight,Moderate,Accessory,,crunches,None,
mountain_climbers,Mountain Climbers,"Start in a high plank position with your hands shoulder-width apart, directly under your shoulders, and body in a straight line from head to heels. Engage your core and keep your hips level. Quickly drive your right knee toward your chest, then as you extend it back, drive your left knee toward your chest, alternating legs in a running motion. Keep your movements fast and controlled, maintaining a strong plank position. Breathe steadily and avoid letting your hips pike up or sag.",,,Upper Abs;Lower Abs;Obliques,Core,Shoulders,Bodyweight,TRUE,Intermediate,6,03-04,30-45,60,Compound,Other,Bodyweight,Moderate,Accessory,30-45,plank,None,
step_ups,Step-Ups,"Stand in front of a sturdy bench or box (knee height or slightly higher), holding a dumbbell in each hand by your sides or using just your bodyweight. Engage your core and keep your chest up. Step onto the bench with your right foot, pressing through your heel to lift your body up, bringing your left foot to meet your right on the bench. Step back down with your left foot, then your right, returning to the starting position. Repeat, leading with the same leg for the set, then switch sides. Keep your movements controlled and avoid bouncing or using momentum.",,,Quads;Glutes,Legs;Glutes,Knees,Bodyweight,FALSE,Intermediate,5,03-04,08-12,60,Compound,Squat,Bodyweight,Moderate,Main,,dumbbell_step_ups,More Lower Body for Women,hip_thrust
dumbbell_step_ups,Dumbbell Step-Ups,"Stand in front of a sturdy bench or box (knee height or slightly higher), holding a dumbbell in each hand by your sides, palms facing your body. Engage your core and keep your chest up. Step onto the bench with your right foot, pressing through your heel to lift your body up, bringing your left foot to meet your right on the bench. Step back down with your left foot, then your right, returning to the starting position. Repeat, leading with the same leg for the set, then switch sides. Keep your movements controlled and avoid bouncing or using momentum.",,,Quads;Glutes,Legs;Glutes,Knees,dumbbells,FALSE,Intermediate,5,03-04,08-12,60,Compound,Squat,Dumbbells,Moderate,Main,,step_ups,More Lower Body for Women,hip_thrust
kettlebell_swing,Kettlebell Swing,"Stand with your feet slightly wider than shoulder-width apart, holding a kettlebell with both hands in front of your thighs, palms facing your body. Engage your core and keep a slight bend in your knees. Inhale as you hinge at your hips, swinging the kettlebell back between your legs, keeping your back flat. Exhale as you drive your hips forward, swinging the kettlebell up to chest height, using the momentum from your hips, not your arms. Let the kettlebell swing back down as you hinge again, maintaining a smooth rhythm. Avoid rounding your back or squatting too deeply.",,,Glutes;Hamstrings;Lower Back,Glutes;Legs;Back,Lower Back,dumbbells,FALSE,Intermediate,6,03-04,12-15,60,Compound,Hinge,Kettlebell,Moderate,Main,,dumbbell_deadlift,More Lower Body for Women,goblet_squat
bulgarian_split_squat,Bulgarian Split Squat,"Stand about two feet in front of a bench or box, holding a dumbbell in each hand by your sides or using just your bodyweight. Place your left foot on the bench behind you, laces down, and keep your right foot flat on the ground. Engage your core and keep your chest up. Inhale as you bend your right knee, lowering your hips until your right thigh is parallel to the ground, keeping your front knee over your ankle. Exhale as you push through your right heel to return to the starting position. Complete the set on one side, then switch legs. Avoid letting your front knee collapse inward or your torso lean forward excessively.",,,Quads;Glutes,Legs;Glutes,Knees;Lower Back,Bodyweight,FALSE,Intermediate,5,03-04,08-12,60,Compound,Squat,Bodyweight,Moderate,Main,,dumbbell_bulgarian_split_squat,More Lower Body for Women,hip_thrust
